PLACE WHERE CHILD WAS DELIVERED:,,,
Home,41,68,64
Govt. Hospital/RHC/BHU,6,5,5
Private Hospital/Clinic,53,27,31
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,56,32,36
Nurse,4,1,2
midwife,0,0,0
TBA,37,65,60
Trained Dai/Dai,3,2,2
Family member/Neighbour/Friend,0,0,0
LHV,0,0,0
Other,0,0,0
Total,100,100,100
Khairpur,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,43,74,66
Govt. Hospital/RHC/BHU,16,4,7
Private Hospital/Clinic,41,22,27
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,56,25,34
Nurse,1,1,1
midwife,0,2,1
TBA,41,63,57
Trained Dai/Dai,0,3,2
Family member/Neighbour/Friend,2,5,4
LHV,0,0,0
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,40,67,63
Govt. Hospital/RHC/BHU,8,7,7
Private Hospital/Clinic,51,27,30
Other,1,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,53,33,36
Nurse,8,1,2
midwife,1,13,11
TBA,22,26,25
Trained Dai/Dai,13,21,20
Family member/Neighbour/Friend,3,7,6
LHV,1,0,0
Other,0,0,0
Total,100,100,100
Nawabshah,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,22,67,54
Govt. Hospital/RHC/BHU,37,10,18
Private Hospital/Clinic,41,21,27
Other,0,2,1
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,59,26,36
Nurse,0,1,0
midwife,1,0,0
TBA,2,1,1
Trained Dai/Dai,36,69,59
Family member/Neighbour/Friend,2,1,2
LHV,0,0,0
Other,0,3,2
Total,100,100,100
Sukkur,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,28,66,48
Govt. Hospital/RHC/BHU,14,5,9
Private Hospital/Clinic,58,30,42
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,69,34,50
Nurse,3,0,1
midwife,0,0,0
TBA,25,66,47
Trained Dai/Dai,3,1,2
Family member/Neighbour/Friend,0,0,0
LHV,0,0,0
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,37,58,54
Govt. Hospital/RHC/BHU,29,15,18
Private Hospital/Clinic,34,27,28
Other,1,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,54,33,36
Nurse,3,2,2
midwife,1,1,1
TBA,3,5,5
Trained Dai/Dai,12,16,15
Family member/Neighbour/Friend,17,31,29
LHV,7,11,10
Other,1,1,1
Total,100,100,100
Bannu,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,45,50,50
Govt. Hospital/RHC/BHU,43,14,15
Private Hospital/Clinic,13,36,35
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,62,41,42
Nurse,0,3,3
midwife,11,0,0
TBA,0,0,0
Trained Dai/Dai,0,12,11
Family member/Neighbour/Friend,6,20,20
LHV,22,23,23
Other,0,1,1
Total,100,100,100
Lakki Marwat,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,68,59,60
Govt. Hospital/RHC/BHU,19,10,11
Private Hospital/Clinic,13,31,29
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,36,32,32
Nurse,6,1,2
midwife,3,0,0
TBA,5,0,1
Trained Dai/Dai,13,10,10
Family member/Neighbour/Friend,12,33,31
LHV,20,22,22
Other,4,2,2
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,46,83,80
Govt. Hospital/RHC/BHU,20,11,11
Private Hospital/Clinic,34,6,8
Other,0,1,1
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,38,14,16
Nurse,6,5,5
midwife,3,7,6
TBA,0,3,3
Trained Dai/Dai,23,37,36
Family member/Neighbour/Friend,15,27,26
LHV,16,6,7
Other,0,1,1
Total,100,100,100
Tank,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,77,90,88
Govt. Hospital/RHC/BHU,11,6,6
Private Hospital/Clinic,12,5,5
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,21,8,9
Nurse,9,3,4
midwife,2,0,0
TBA,2,3,3
Trained Dai/Dai,36,24,25
Family member/Neighbour/Friend,22,48,45
LHV,7,10,10
Other,0,4,4
Total,100,100,100
Abbottabad,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,16,41,37
Govt. Hospital/RHC/BHU,31,19,20
Private Hospital/Clinic,51,40,42
Other,2,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,69,49,51
Nurse,3,5,5
midwife,0,0,0
TBA,0,4,3
Trained Dai/Dai,22,35,33
Family member/Neighbour/Friend,0,2,2
LHV,4,3,4
Other,2,2,2
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,0,52,52
Govt. Hospital/RHC/BHU,0,14,14
Private Hospital/Clinic,0,34,34
Other,0,0,0
Total,0,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,43,43
Nurse,0,0,0
midwife,0,0,0
TBA,0,9,9
Trained Dai/Dai,0,22,22
Family member/Neighbour/Friend,0,22,22
LHV,0,4,4
Other,0,0,0
Total,0,100,100
Haripur,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,24,43,40
Govt. Hospital/RHC/BHU,21,16,17
Private Hospital/Clinic,53,37,40
Other,2,3,3
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,58,51,52
Nurse,5,3,3
midwife,2,2,2
TBA,0,4,3
Trained Dai/Dai,22,24,24
Family member/Neighbour/Friend,2,13,12
LHV,10,3,4
Other,2,1,1
Total,100,100,100
Kohistan,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,0,91,91
Govt. Hospital/RHC/BHU,0,0,0
Private Hospital/Clinic,0,9,9
Other,0,0,0
Total,0,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,8,8
Nurse,0,0,0
midwife,0,0,0
TBA,0,47,47
Trained Dai/Dai,0,7,7
Family member/Neighbour/Friend,0,37,37
LHV,0,1,1
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,32,58,56
Govt. Hospital/RHC/BHU,18,12,12
Private Hospital/Clinic,50,31,31
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,47,38,38
Nurse,11,3,4
midwife,4,1,1
TBA,0,7,6
Trained Dai/Dai,25,32,32
Family member/Neighbour/Friend,0,16,16
LHV,15,2,2
Other,0,2,1
Total,100,100,100
Tor Garh,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,0,87,87
Govt. Hospital/RHC/BHU,0,10,10
Private Hospital/Clinic,0,2,2
Other,0,0,0
Total,0,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,9,9
Nurse,0,3,3
midwife,0,0,0
TBA,0,1,1
Trained Dai/Dai,0,1,1
Family member/Neighbour/Friend,0,86,86
LHV,0,1,1
Other,0,0,0
Total,100,100,100
Home,43,64,59
Govt. Hospital/RHC/BHU,20,12,14
Private Hospital/Clinic,37,24,27
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,57,30,37
Nurse,0,3,2
midwife,2,1,1
TBA,4,4,4
Trained Dai/Dai,15,27,25
Family member/Neighbour/Friend,22,32,30
LHV,0,2,2
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,55,31,33
Govt. Hospital/RHC/BHU,23,14,14
Private Hospital/Clinic,22,55,53
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,37,37,37
Nurse,0,1,1
midwife,2,0,0
TBA,0,0,0
Trained Dai/Dai,4,10,9
Family member/Neighbour/Friend,10,14,14
LHV,46,36,37
Other,0,2,2
Total,100,100,100
Kohat,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,30,62,53
Govt. Hospital/RHC/BHU,26,21,22
Private Hospital/Clinic,44,17,25
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,58,35,42
Nurse,8,1,3
midwife,0,1,1
TBA,1,3,2
Trained Dai/Dai,19,20,20
Family member/Neighbour/Friend,10,35,28
LHV,4,5,5
Other,0,0,0
Total,100,100,100
Bonair,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,0,54,54
Govt. Hospital/RHC/BHU,0,21,21
Private Hospital/Clinic,0,24,24
Other,0,1,1
Total,0,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,37,37
Nurse,0,0,0
midwife,0,1,1
TBA,0,0,0
Trained Dai/Dai,0,12,12
Family member/Neighbour/Friend,0,38,38
LHV,0,11,11
Other,0,0,0
Total,0,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,30,46,43
Govt. Hospital/RHC/BHU,41,29,31
Private Hospital/Clinic,29,25,26
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,68,39,44
Nurse,2,2,2
midwife,0,2,1
TBA,0,4,3
Trained Dai/Dai,0,2,2
Family member/Neighbour/Friend,30,39,37
LHV,0,13,11
Other,0,0,0
Total,100,100,100
Lower Dir,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,39,55,54
Govt. Hospital/RHC/BHU,19,13,14
Private Hospital/Clinic,42,31,32
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,53,31,32
Nurse,4,1,2
midwife,0,0,0
TBA,0,0,0
Trained Dai/Dai,6,3,3
Family member/Neighbour/Friend,35,52,51
LHV,2,12,12
Other,0,0,0
Total,100,100,100
Malakand,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,32,54,52
Govt. Hospital/RHC/BHU,52,17,20
Private Hospital/Clinic,15,29,28
Other,0,1,1
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,51,37,38
Nurse,2,2,2
midwife,0,2,2
TBA,0,3,2
Trained Dai/Dai,10,9,9
Family member/Neighbour/Friend,30,38,37
LHV,7,8,8
Other,0,1,1
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,0,73,73
Govt. Hospital/RHC/BHU,0,5,5
Private Hospital/Clinic,0,21,21
Other,0,0,0
Total,0,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,17,17
Nurse,0,1,1
midwife,0,12,12
TBA,0,2,2
Trained Dai/Dai,0,2,2
Family member/Neighbour/Friend,0,42,42
LHV,0,24,24
Other,0,0,0
Total,0,100,100
Swat,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,33,47,45
Govt. Hospital/RHC/BHU,39,17,20
Private Hospital/Clinic,28,35,34
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,49,36,38
Nurse,5,2,2
midwife,5,0,1
TBA,0,5,4
Trained Dai/Dai,5,6,6
Family member/Neighbour/Friend,15,37,34
LHV,18,13,13
Other,3,1,2
Total,100,100,100
Upper Dir,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,65,72,72
Govt. Hospital/RHC/BHU,10,13,13
Private Hospital/Clinic,22,15,15
Other,4,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,25,22,22
Nurse,0,1,1
midwife,0,0,0
TBA,17,3,4
Trained Dai/Dai,0,8,8
Family member/Neighbour/Friend,49,54,54
LHV,6,11,11
Other,2,0,1
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,48,58,55
Govt. Hospital/RHC/BHU,21,24,23
Private Hospital/Clinic,28,18,21
Other,4,0,1
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,49,33,37
Nurse,0,2,2
midwife,1,1,1
TBA,7,6,6
Trained Dai/Dai,15,15,15
Family member/Neighbour/Friend,21,34,31
LHV,5,9,8
Other,1,0,0
Total,100,100,100
Swabi,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,57,61,60
Govt. Hospital/RHC/BHU,19,13,15
Private Hospital/Clinic,24,26,25
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,45,35,37
Nurse,0,1,1
midwife,0,1,1
TBA,6,3,4
Trained Dai/Dai,3,17,14
Family member/Neighbour/Friend,45,37,39
LHV,2,5,4
Other,0,1,1
Total,100,100,100
Charsada,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,40,49,47
Govt. Hospital/RHC/BHU,26,21,22
Private Hospital/Clinic,34,30,31
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,51,41,43
Nurse,3,4,3
midwife,0,0,0
TBA,7,5,5
Trained Dai/Dai,14,12,12
Family member/Neighbour/Friend,19,33,30
LHV,7,6,6
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,42,54,51
Govt. Hospital/RHC/BHU,19,18,18
Private Hospital/Clinic,39,28,31
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,51,31,36
Nurse,3,2,2
midwife,3,1,2
TBA,5,14,12
Trained Dai/Dai,14,12,12
Family member/Neighbour/Friend,14,27,24
LHV,5,13,11
Other,6,1,2
Total,100,100,100
Peshawar,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,27,39,32
Govt. Hospital/RHC/BHU,38,28,33
Private Hospital/Clinic,35,34,34
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,62,48,55
Nurse,4,3,4
midwife,0,1,0
TBA,2,2,2
Trained Dai/Dai,11,15,13
Family member/Neighbour/Friend,16,21,18
LHV,5,11,7
Other,1,0,1
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,49,74,68
Govt. Hospital/RHC/BHU,31,18,21
Private Hospital/Clinic,20,8,11
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,36,14,19
Nurse,6,5,5
midwife,12,8,9
TBA,6,18,15
Trained Dai/Dai,33,19,22
Family member/Neighbour/Friend,6,33,27
LHV,1,2,2
Other,1,1,1
Total,100,100,100
Home,0,59,59
Govt. Hospital/RHC/BHU,0,31,31
Private Hospital/Clinic,0,10,10
Other,0,0,0
Total,0,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,20,20
Nurse,0,21,21
midwife,0,0,0
TBA,0,25,25
Trained Dai/Dai,0,21,21
Family member/Neighbour/Friend,0,14,14
LHV,0,0,0
Other,0,0,0
Total,0,100,100
Kalat,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,40,40,40
Govt. Hospital/RHC/BHU,42,47,46
Private Hospital/Clinic,18,14,15
Other,0,0,0
Total,100,100,100
midwife,,,
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,48,29,33
Nurse,6,12,11
midwife,0,2,2
TBA,17,22,21
Trained Dai/Dai,11,18,17
Family member/Neighbour/Friend,11,15,14
LHV,6,1,2
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,100,73,77
Govt. Hospital/RHC/BHU,0,22,19
Private Hospital/Clinic,0,5,4
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,5,4
Nurse,0,14,12
midwife,9,22,20
TBA,0,0,0
Trained Dai/Dai,78,14,22
Family member/Neighbour/Friend,0,45,39
LHV,0,0,0
Other,14,0,2
Total,100,100,100
Khuzdar,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,37,72,64
Govt. Hospital/RHC/BHU,33,23,25
Private Hospital/Clinic,30,5,11
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,53,7,17
Nurse,11,7,8
midwife,0,0,0
TBA,27,23,24
Trained Dai/Dai,4,21,17
Family member/Neighbour/Friend,6,43,34
LHV,0,0,0
Other,0,0,0
Total,100,100,100
Lasbilla,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,25,68,53
Govt. Hospital/RHC/BHU,50,32,38
Private Hospital/Clinic,25,0,9
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,48,10,24
Nurse,5,10,8
midwife,19,12,15
TBA,14,27,22
Trained Dai/Dai,9,3,5
Family member/Neighbour/Friend,5,38,26
LHV,0,0,0
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,38,42,41
Govt. Hospital/RHC/BHU,38,43,42
Private Hospital/Clinic,24,15,17
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,59,37,43
Nurse,0,14,10
midwife,0,0,0
TBA,0,20,15
Trained Dai/Dai,13,13,13
Family member/Neighbour/Friend,25,13,16
LHV,2,2,2
Other,0,0,0
Total,100,100,100
Washuk,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,0,60,60
Govt. Hospital/RHC/BHU,0,31,31
Private Hospital/Clinic,0,9,9
Other,0,0,0
Total,0,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,9,9
Nurse,0,1,1
midwife,0,23,23
TBA,0,22,22
Trained Dai/Dai,0,15,15
Family member/Neighbour/Friend,0,30,30
LHV,0,1,1
Other,0,0,0
Total,0,100,100
Gwadar,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,29,50,41
Govt. Hospital/RHC/BHU,34,40,37
Private Hospital/Clinic,37,10,21
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,39,16,25
Nurse,8,1,4
midwife,12,2,6
TBA,11,24,19
Trained Dai/Dai,26,33,30
Family member/Neighbour/Friend,5,14,10
LHV,0,0,0
Other,0,10,6
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,58,69,68
Govt. Hospital/RHC/BHU,7,22,20
Private Hospital/Clinic,34,9,12
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,39,12,16
Nurse,7,1,2
midwife,13,17,17
TBA,4,18,16
Trained Dai/Dai,33,20,22
Family member/Neighbour/Friend,4,28,25
LHV,0,0,0
Other,0,3,2
Total,100,100,100
Panjgur,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,0,0,0
Govt. Hospital/RHC/BHU,0,0,0
Private Hospital/Clinic,0,0,0
Other,0,0,0
Total,0,0,0
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,0,0
Nurse,0,0,0
midwife,0,0,0
TBA,0,0,0
Trained Dai/Dai,0,0,0
Family member/Neighbour/Friend,0,0,0
LHV,0,0,0
Other,0,0,0
Total,0,100,100
Jafarabad,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,77,94,91
Govt. Hospital/RHC/BHU,21,0,4
Private Hospital/Clinic,2,6,5
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,23,4,8
Nurse,0,2,2
midwife,0,1,1
TBA,8,43,36
Trained Dai/Dai,60,38,42
Family member/Neighbour/Friend,8,12,11
LHV,0,0,0
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,69,44,45
Govt. Hospital/RHC/BHU,17,31,30
Private Hospital/Clinic,14,25,25
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,14,24,24
Nurse,0,6,6
midwife,0,15,14
TBA,0,0,0
Trained Dai/Dai,69,22,23
Family member/Neighbour/Friend,17,32,31
LHV,0,2,2
Other,0,0,0
Total,100,100,100
Bolan,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,63,88,85
Govt. Hospital/RHC/BHU,37,12,15
Private Hospital/Clinic,0,1,0
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,37,3,7
Nurse,0,1,1
midwife,13,8,9
TBA,0,0,0
Trained Dai/Dai,32,23,24
Family member/Neighbour/Friend,14,65,58
LHV,5,1,1
Other,0,0,0
Total,100,100,100
Nasirabad,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,80,87,86
Govt. Hospital/RHC/BHU,14,4,5
Private Hospital/Clinic,6,9,9
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,17,7,9
Nurse,0,4,4
midwife,3,0,0
TBA,0,82,72
Trained Dai/Dai,70,2,11
Family member/Neighbour/Friend,10,2,3
LHV,0,2,2
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,92,85,86
Govt. Hospital/RHC/BHU,8,9,8
Private Hospital/Clinic,0,6,5
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,4,8,8
Nurse,0,1,1
midwife,93,0,10
TBA,0,20,18
Trained Dai/Dai,3,29,27
Family member/Neighbour/Friend,0,34,30
LHV,0,6,5
Other,0,1,0
Total,100,100,100
Qilla Abdullah,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,46,66,63
Govt. Hospital/RHC/BHU,35,27,28
Private Hospital/Clinic,18,7,8
Other,1,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,36,23,25
Nurse,18,17,17
midwife,2,11,10
TBA,2,2,2
Trained Dai/Dai,32,22,23
Family member/Neighbour/Friend,9,23,21
LHV,0,2,2
Other,0,0,0
Total,100,100,100
Nushki,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,66,99,92
Govt. Hospital/RHC/BHU,21,1,5
Private Hospital/Clinic,13,0,3
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,22,0,5
Nurse,0,0,0
midwife,56,49,51
TBA,0,0,0
Trained Dai/Dai,22,31,29
Family member/Neighbour/Friend,0,17,13
LHV,0,0,0
Other,0,3,2
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,47,69,68
Govt. Hospital/RHC/BHU,37,13,14
Private Hospital/Clinic,16,17,17
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,51,33,34
Nurse,4,2,2
midwife,0,5,4
TBA,0,2,2
Trained Dai/Dai,39,26,27
Family member/Neighbour/Friend,6,26,25
LHV,0,6,6
Other,0,0,0
Total,100,100,100
Quetta,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,45,46,45
Govt. Hospital/RHC/BHU,35,47,37
Private Hospital/Clinic,20,6,17
Other,0,1,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,37,49,39
Nurse,7,5,6
midwife,13,3,11
TBA,0,0,0
Trained Dai/Dai,41,22,37
Family member/Neighbour/Friend,1,19,5
LHV,0,2,1
Other,1,0,1
Total,100,100,100
Dera bugti,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,88,93,93
Govt. Hospital/RHC/BHU,6,2,2
Private Hospital/Clinic,6,3,3
Other,0,2,2
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,41,13,14
Nurse,6,0,0
midwife,6,2,2
TBA,47,16,18
Trained Dai/Dai,0,36,35
Family member/Neighbour/Friend,0,32,31
LHV,0,0,0
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,80,79,79
Govt. Hospital/RHC/BHU,10,13,13
Private Hospital/Clinic,10,7,8
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,11,15,14
Nurse,5,8,7
midwife,5,0,0
TBA,19,20,20
Trained Dai/Dai,50,49,49
Family member/Neighbour/Friend,6,9,9
LHV,5,0,0
Other,0,0,0
Total,100,100,100
Kohlu,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,70,96,95
Govt. Hospital/RHC/BHU,20,3,3
Private Hospital/Clinic,10,1,1
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,1,1
Nurse,0,1,1
midwife,40,24,25
TBA,0,0,0
Trained Dai/Dai,0,0,0
Family member/Neighbour/Friend,30,70,68
LHV,30,4,5
Other,0,0,0
Total,100,100,100
Sibbi,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,47,18,34
Govt. Hospital/RHC/BHU,28,65,44
Private Hospital/Clinic,24,16,21
Other,1,0,1
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,46,12,32
Nurse,7,1,4
midwife,21,33,26
TBA,1,0,1
Trained Dai/Dai,13,54,30
Family member/Neighbour/Friend,3,0,2
LHV,8,0,5
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,21,71,66
Govt. Hospital/RHC/BHU,63,23,27
Private Hospital/Clinic,16,5,6
Other,0,1,1
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,79,15,22
Nurse,0,3,3
midwife,10,29,27
TBA,0,0,0
Trained Dai/Dai,0,30,27
Family member/Neighbour/Friend,5,19,18
LHV,5,3,3
Other,0,1,1
Total,100,100,100
Barkhan,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,69,76,75
Govt. Hospital/RHC/BHU,17,10,11
Private Hospital/Clinic,10,14,14
Other,3,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,0,2,1
Nurse,7,2,2
midwife,34,12,15
TBA,0,0,0
Trained Dai/Dai,10,0,1
Family member/Neighbour/Friend,24,64,60
LHV,21,20,20
Other,3,0,0
Total,100,100,100
Qilla Saifullah,,,
PLACE WHERE CHILD WAS DELIVERED:,,,
Home,56,84,81
Govt. Hospital/RHC/BHU,29,13,14
Private Hospital/Clinic,15,4,4
Other,0,0,0
Total,100,100,100
PERSON THAT ASSISTED WITH DELIVERY:,,,
Doctor,10,2,2
Nurse,19,5,6
midwife,19,23,23
TBA,0,0,0
Trained Dai/Dai,0,1,1
Family member/Neighbour/Friend,32,62,60
LHV,20,7,8
Other,0,0,0
Total,100,100,100
PROVINCE & DISTRICT,,PERCENTAGE OF CASES,
"",URBAN,RURAL,TOTAL
Home,94,88,89
